Dataset,Model,Percent,Trial,Accuracy,Time
1,0,50,3,68.6,35.80239999999968
1,0,50,4,70.6,35.60859999999977
1,1,50,0,72.2,31.668000000000696
1,1,50,1,72.2,28.140199999999282
1,1,50,2,72.2,28.589600000000104
1,1,50,3,72.2,28.646499999999797
1,1,50,4,72.2,27.964800000000345
1,2,50,0,64.4,249.01320000000027
1,2,50,1,65.8,246.99509999999947
1,2,50,2,67.8,246.06670000000008
1,2,50,3,60.8,245.94330000000042
1,2,50,4,61.4,243.95739999999932
1,0,60,0,73.16666666666667,43.662600000001106
1,0,60,1,72.5,42.57339999999843
1,0,60,2,76.16666666666667,44.391499999999695
1,0,60,3,71.83333333333333,40.93220000000031
1,0,60,4,71.33333333333334,46.670900000000515
1,1,60,0,72.83333333333333,35.66909999999979
1,1,60,1,72.83333333333333,34.49650000000126
1,1,60,2,72.83333333333333,34.05880000000039
1,1,60,3,72.83333333333333,33.8440999999996
1,1,60,4,72.83333333333333,38.075199999999754
1,2,60,0,72.16666666666667,301.0249999999992
1,2,60,1,73.16666666666667,295.52069999999907
1,2,60,2,69.66666666666667,296.8106000000006
1,2,60,3,71.0,293.9778000000004
1,2,60,4,71.0,294.699099999999
1,0,70,0,70.14285714285714,47.949700000000206
1,0,70,1,73.71428571428571,48.10269999999939
1,0,70,2,70.0,47.93579999999942
1,0,70,3,75.14285714285714,48.047200000000956
1,0,70,4,71.85714285714286,52.92180000000002
1,1,70,0,73.57142857142858,40.858500000000575
1,1,70,1,73.57142857142858,39.59199999999896
1,1,70,2,73.57142857142858,37.99240000000026
1,1,70,3,73.57142857142858,41.670099999999266
1,1,70,4,73.57142857142858,40.836600000000445
1,2,70,0,73.14285714285714,341.6350000000001
1,2,70,1,72.85714285714286,341.8983000000004
1,2,70,2,72.85714285714286,343.8596999999994
1,2,70,3,74.57142857142858,341.7791999999995
1,2,70,4,74.14285714285714,338.5372000000011
1,0,80,0,72.0,53.466000000000236
1,0,80,1,70.25,51.72289999999968
1,0,80,2,73.375,54.066100000000006
1,0,80,3,74.25,57.34019999999873
1,0,80,4,69.5,53.46459999999986
1,1,80,0,73.0,46.89489999999985
1,1,80,1,73.0,44.8555000000006
1,1,80,2,73.0,45.19980000000068
1,1,80,3,73.0,50.34790000000022
1,1,80,4,73.0,46.32359999999913
1,2,80,0,74.75,394.5708999999997
1,2,80,1,74.125,386.65700000000135
1,2,80,2,73.875,391.9726000000008
1,2,80,3,75.5,389.4752999999991
1,2,80,4,73.125,391.1984000000004
1,0,90,0,64.33333333333333,60.15510000000113
1,0,90,1,72.1111111111111,60.15820000000005
1,0,90,2,71.33333333333334,59.53170000000085
1,0,90,3,67.88888888888889,63.536700000000224
1,0,90,4,68.22222222222223,60.49069999999901
1,1,90,0,73.77777777777777,52.034899999998885
1,1,90,1,73.77777777777777,50.20269999999982
1,1,90,2,73.77777777777777,50.87809999999848
1,1,90,3,73.77777777777777,50.78659999999857
1,1,90,4,73.77777777777777,51.94940000000159
1,2,90,0,77.44444444444444,443.4636000000012
1,2,90,1,77.88888888888889,438.2445999999973
1,2,90,2,75.44444444444444,434.6984999999996
1,2,90,3,76.77777777777777,437.5759000000023
1,2,90,4,76.55555555555556,437.3368000000006
1,0,100,0,73.5,66.14229999999921
1,0,100,1,74.7,67.62739999999923
1,0,100,2,73.6,68.78799999999785
1,0,100,3,74.1,66.22769999999889
1,0,100,4,71.2,65.4660999999983
1,1,100,0,74.3,58.42930000000024
1,1,100,1,74.3,56.79890000000043
1,1,100,2,74.3,58.02840000000131
1,1,100,3,74.3,56.881100000001794
1,1,100,4,74.3,58.18089999999998
1,2,100,0,78.60000000000001,493.090200000001
1,2,100,1,78.9,490.2927000000012
1,2,100,2,78.9,491.2364999999994
1,2,100,3,77.5,488.9235999999997
1,2,100,4,79.0,488.84779999999853
